#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Absiella argi	Bacteria	Terrabacteria group	Firmicutes	pABar1	NZ_AP019696.1	AP019696	4.73	34.4397	6	-	-	-	6	-
Salinibacter ruber	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pSR61	NZ_CP030367.1	CP030367	61.537	58.3909	44	-	-	-	48	4
Salinibacter ruber	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pSR10	NZ_CP030368.1	CP030368	10.454	55.0507	8	-	-	-	8	-
Salinibacter ruber	Bacteria	FCB group	Bacteroidetes/Chlorobi group	unnamed2	NZ_CP020720.1	CP020720	178.122	60.2054	109	-	-	-	116	7
Salinibacter ruber	Bacteria	FCB group	Bacteroidetes/Chlorobi group	unnamed1	NZ_CP020721.1	CP020721	91.195	61.1426	56	-	-	-	70	14
Salinibacter ruber DSM 13855	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pSR35	NC_007678.1	CP000160	35.505	57.9411	25	-	-	-	29	4
Salinibacter ruber M8	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pSR11	NC_014026.1	FP565810	11.229	63.2915	14	-	-	-	14	-
Salinibacter ruber M8	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pSR56	NC_014028.1	FP565811	56.529	60.0258	39	-	-	-	39	-
Salinibacter ruber M8	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pSR61	NC_014030.1	FP565812	61.373	59.5751	41	-	-	-	46	5
Salinibacter ruber M8	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pSR84	NC_014157.1	FP565813	84.34	63.1895	49	-	1	-	62	12
Salinibaculum litoreum	Archaea	Euryarchaeota	Stenosarchaea group	unnamed1	NZ_CP046867.1	CP046867	316.107	58.2233	251	-	-	-	308	57
Salinibaculum litoreum	Archaea	Euryarchaeota	Stenosarchaea group	unnamed2	NZ_CP046868.1	CP046868	100.26	61.5939	90	-	-	-	98	8
Salinigranum rubrum	Archaea	Euryarchaeota	Stenosarchaea group	unnamed1	NZ_CP026310.1	CP026310	237.003	57.5507	191	-	-	-	228	37
Salinigranum rubrum	Archaea	Euryarchaeota	Stenosarchaea group	unnamed2	NZ_CP026311.1	CP026311	198.037	59.1834	183	-	1	-	203	19
Salinigranum rubrum	Archaea	Euryarchaeota	Stenosarchaea group	unnamed3	NZ_CP026312.1	CP026312	118.877	58.8499	128	-	-	-	134	6
Salinigranum rubrum	Archaea	Euryarchaeota	Stenosarchaea group	unnamed4	NZ_CP026313.1	CP026313	129.442	57.8645	102	-	-	-	120	18
Salinigranum rubrum	Archaea	Euryarchaeota	Stenosarchaea group	unnamed5	NZ_CP026314.1	CP026314	39.196	63.2462	44	-	-	-	44	-
Salinimonas sp. KX18D6	Bacteria	Proteobacteria	Gammaproteobacteria	plas12	NZ_CP039853.1	CP039853	348.008	43.9743	315	-	-	-	339	24
Salinivibrio costicola	Bacteria	Proteobacteria	Gammaproteobacteria	pM138.1	NZ_CP050268.1	CP050268	74.293	49.4044	68	-	-	-	70	2
Salinivibrio costicola	Bacteria	Proteobacteria	Gammaproteobacteria	pM138.2	NZ_CP050269.1	CP050269	30.986	45.74	28	-	-	-	29	1
Salipiger profundus	Bacteria	Proteobacteria	Alphaproteobacteria	pTPRO1	NZ_CP014797.1	CP014797	225.797	69.027	200	-	-	-	200	-
Salipiger profundus	Bacteria	Proteobacteria	Alphaproteobacteria	pTPRO2	NZ_CP014798.1	CP014798	126.548	61.3601	126	-	-	-	135	9
Salipiger profundus	Bacteria	Proteobacteria	Alphaproteobacteria	pTPRO3	NZ_CP014799.1	CP014799	27.822	59.8375	22	-	-	-	25	3
Salipiger profundus	Bacteria	Proteobacteria	Alphaproteobacteria	pTPRO4	NZ_CP014800.1	CP014800	25.119	62.4348	25	-	-	-	26	1
Salipiger profundus	Bacteria	Proteobacteria	Alphaproteobacteria	pTPRO5	NZ_CP014801.1	CP014801	102.837	61.93	98	-	2	-	110	10
Salipiger profundus	Bacteria	Proteobacteria	Alphaproteobacteria	pTPRO6	NZ_CP014802.1	CP014802	183.958	65.0567	142	-	1	-	152	9
Salipiger profundus	Bacteria	Proteobacteria	Alphaproteobacteria	pTPRO7	NZ_CP014803.1	CP014803	111.411	58.9663	100	-	-	-	104	4
Salipiger profundus	Bacteria	Proteobacteria	Alphaproteobacteria	pTPRO8	NZ_CP014804.1	CP014804	11.188	60.985	7	-	-	-	11	4
Salmonella bongori N268-08	Bacteria	Proteobacteria	Gammaproteobacteria	RM1	NC_021871.1	CP006609	89.986	50.1667	85	-	-	-	108	23
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP015725.1	CP015725	210.106	48.5622	221	-	-	-	246	25
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pFORC19	NZ_CP012397.1	CP012397	116.939	51.9904	135	-	-	-	152	17
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pBERT	NC_001848.1	AF025795	4.656	52.4914	9	-	-	-	9	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSC101	NC_002056.1	X01654	9.263	51.1713	6	-	-	-	6	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	NTP16	NC_002090.1	L05392	8.255	46.493	6	-	-	-	6	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	R27	NC_002305.1	AF250878	180.461	45.7766	207	-	-	-	207	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pKDSC50	NC_002638.1	AB040415	49.503	52.0736	48	-	-	-	48	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSFD10	NC_003079.1	AY048853	4.091	51.7966	6	-	-	-	6	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	R46	NC_003292.1	AY046276	50.969	51.5254	63	-	-	-	63	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pP	NC_003455.1	AY079199	4.301	49.4536	3	-	-	-	3	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pK	NC_003456.1	AY079200	4.245	53.2391	3	-	-	-	3	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pC	NC_003457.1	AY079201	5.269	48.3773	4	-	-	-	4	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pB	NC_005002.1	AY178821	1.983	57.1861	1	-	-	-	1	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	cryptic plasmid	NC_005862.1	AB076707	6.066	53.5773	7	-	-	-	7	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pU302S	NC_006815.1	AY333433	3.208	49.3766	4	-	-	2	6	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pU302L	NC_006816.1	AY333434	84.514	54.0135	103	-	-	-	104	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pOU1113	NC_007208.1	AY517905	80.156	53.7951	83	-	-	-	89	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pTPqnrS-1a	NC_009807.1	AM746977	10.066	50.5563	6	-	-	-	6	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pMAK2	NC_009980.1	AB366441	61.571	53.7656	52	-	-	-	54	2
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pMAK1	NC_009981.1	AB366440	208.409	47.4025	222	-	-	-	236	14
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pMAK3	NC_009982.1	AB366442	39.924	56.8555	51	-	-	-	52	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pOU7519	NC_010119.1	EU219534	127.212	52.8394	127	-	-	-	143	16
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pA172	NC_010259.1	EU331425	8.197	43.0279	6	-	-	2	8	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pOU1114	NC_010421.1	DQ115387	34.595	41.4511	47	-	-	-	47	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pOU1115	NC_010422.1	DQ115388	74.589	48.6372	88	-	-	-	89	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pUO-SbR5	NC_010500.1	AM746675	6.478	50.7255	9	-	-	-	10	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	IncW pIE321	NC_010716.1	EF633507	38.15	58.4246	43	-	-	-	45	2
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSE34	NC_010860.1	EU219533	32.95	41.2018	53	-	-	-	53	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pGY1	NC_010894.1	EF150947	3.592	43.1793	3	-	-	-	3	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pAnkS	NC_010896.1	DQ916413	8.271	47.056	4	-	-	-	4	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pST728/06-2	NC_010993.1	EU715253	10.107	50.5986	4	-	-	-	4	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pBSSB1	NC_011422.1	AM419040	27.037	36.6017	33	-	-	-	33	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pWES-1	NC_011604.1	DQ268764	10.908	62.1929	11	-	-	-	12	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	p2007057	NC_011897.1	FJ228229	4.27	47.1194	5	-	-	-	5	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pAM04528	NC_012693.1	FJ621587	158.213	51.9041	180	-	-	-	180	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSGI15	NC_012916.1	FN428572	2.699	50.389	4	-	-	-	4	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSLT-BT	NC_013437.1	FN432031	117.047	53.4965	110	-	-	-	120	5
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSN11/00Kan	NC_014003.1	GQ470395	5.698	52.7729	6	-	-	2	8	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pVCM04	NC_014354.1	HM231165	3.583	53.6143	5	-	-	-	5	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSD853_7.9	NC_015392.1	JF267654	7.86	39.9618	10	-	-	-	10	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSe-Kan	NC_015570.1	HQ230976	7.132	45.9478	7	-	-	2	9	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSBardo-Kan	NC_015575.1	HQ230977	8.198	46.7553	8	-	-	2	10	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	R621a	NC_015965.1	AP011954	93.185	48.8469	103	-	-	1	110	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pFPTB1	-	AJ634602.1	12.656	54.8515	7	-	-	-	6	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSSAP03302A	-	CP002089.1	146.002	49.448	127	-	-	-	128	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCS0010A	-	CP002090.1	146.811	49.4118	128	-	-	-	129	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pNF1358	-	DQ017661.1	99.331	50.0096	70	-	-	-	71	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSRC15	-	GQ379901.1	8.688	60.9576	10	-	-	-	10	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pPAB19	-	GQ412195.1	2.699	50.389	1	-	-	-	1	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSPI12	-	GU949535.1	4.08	51.7892	7	-	-	-	5	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pHLR25	-	HE652087.1	10.047	50.5823	3	-	-	-	3	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pMK101	-	HM070380.1	2.75	50.1455	4	-	-	-	4	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCS0010A_95	-	HQ114283.1	95.175	49.5592	95	-	-	-	95	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSTd4	-	HQ730898.1	5.569	46.5613	8	-	-	2	10	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSD_174	-	JF267651.1	173.673	52.4998	198	-	-	-	198	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSD_88	-	JF267652.1	88.505	51.614	117	-	-	-	117	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSD_77	-	JF267653.1	77.331	48.8278	112	-	-	-	112	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSal6919a	-	JF274991.1	112.673	54.1328	140	-	-	-	140	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSal8934b	-	JF274992.1	133.216	53.4155	163	-	-	-	163	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSal8934a	-	JF274993.1	91.369	49.7521	125	-	-	-	125	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pQnrS1-cp17s	-	JN393220.1	10.047	50.5823	11	-	-	-	-	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pFORC_030	NZ_CP015599.1	CP015599	94.046	53.1229	101	-	-	-	114	13
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pFORC51	NZ_CP017233.1	CP017233	96.999	49.2634	109	-	-	-	126	17
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP017178.1	CP017178	59.371	51.9429	67	-	-	-	76	9
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP026053.1	CP026053	47.793	51.9804	54	-	-	-	58	4
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP026054.1	CP026054	59.363	51.9617	71	-	-	-	82	11
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSE1004839	NZ_CP026570.1	CP026570	96.994	49.2618	105	-	-	-	126	21
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP014050.2	CP014050	93.933	53.1272	108	-	-	-	114	6
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP022060.1	CP022060	11.782	47.4792	10	-	-	-	16	6
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP022061.1	CP022061	44.561	43.1498	56	-	-	-	61	5
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP022063.1	CP022063	173.817	52.0317	178	-	-	-	197	19
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP022064.1	CP022064	109.17	49.586	129	-	-	-	143	14
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	NZ_CP022065.1	CP022065	11.366	46.8854	-	-	-	-	14	14
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP022066.2	CP022066	3.304	51.8462	4	-	-	-	4	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP022067.2	CP022067	4.301	49.3141	3	-	-	-	4	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP022068.1	CP022068	19.849	49.7053	18	-	-	-	24	6
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP027411.1	CP027411	232.341	45.6019	223	-	-	-	236	13
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pGMI17-002_1	NZ_CP028170.1	CP028170	177.712	51.7708	199	-	-	-	206	7
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pGMI17-002_2	NZ_CP028171.1	CP028171	4.277	57.8209	5	-	-	-	7	2
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pGMI17-001_1	NZ_CP028173.1	CP028173	50.905	52.0008	53	-	-	-	57	4
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pGMI17-001_2	NZ_CP028174.1	CP028174	33.31	41.8493	36	-	-	-	37	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pGMI17-001_3	NZ_CP028175.1	CP028175	5.572	47.0747	5	-	-	-	7	2
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pDA34827-94	NZ_CP029594.1	CP029594	94.034	53.1308	104	-	-	-	113	9
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pDA34833-94	NZ_CP029596.1	CP029596	94.001	53.1324	105	-	-	-	113	8
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pMCR-1-CTSe	NZ_CP030795.1	CP030795	33.304	41.8418	36	-	-	-	37	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	p2017K-0021	NZ_CP030796.1	CP030796	59.371	51.9479	69	-	-	-	78	9
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20030575.1	NZ_CP030182.1	CP030182	224.43	46.4154	208	-	-	-	231	23
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20030575.2	NZ_CP030183.1	CP030183	94.179	47.6635	98	-	1	-	100	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20030575.3	NZ_CP030184.1	CP030184	2.318	48.0155	5	-	-	-	5	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA19992307.1	NZ_CP030208.1	CP030208	74.577	48.645	84	-	-	-	90	6
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20044414.1	NZ_CP030210.1	CP030210	92.624	52.9021	97	-	-	-	99	2
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20043041.1	NZ_CP030232.1	CP030232	87.319	49.6707	92	-	-	-	95	3
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20094620.1	NZ_CP030186.1	CP030186	298.919	47.653	287	-	-	-	338	51
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20094620.2	NZ_CP030187.1	CP030187	106.569	49.9695	131	-	1	-	133	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20094620.3	NZ_CP030188.1	CP030188	93.719	47.9636	116	-	3	-	124	5
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20094620.4	NZ_CP030189.1	CP030189	5.35	48.5234	4	-	-	-	4	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20104250.1	NZ_CP030191.1	CP030191	111.887	51.5127	114	-	-	-	117	3
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20104250.2	NZ_CP030192.1	CP030192	4.096	55.542	6	-	-	-	7	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20104250.3	NZ_CP030193.1	CP030193	2.264	51.5459	3	-	-	-	3	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20051401.1	NZ_CP030197.1	CP030197	141.502	51.101	127	-	-	-	150	23
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20051401.2	NZ_CP030198.1	CP030198	134.274	52.2849	130	-	-	-	149	19
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20051401.3	NZ_CP030199.1	CP030199	2.729	43.2026	3	-	-	-	4	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20051401.4	NZ_CP030200.1	CP030200	2.174	57.6357	3	-	-	-	5	2
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20051401.5	NZ_CP030201.1	CP030201	1.814	40.0772	1	-	-	-	2	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20080453.1	NZ_CP030195.1	CP030195	38.923	42.4325	52	-	-	-	54	2
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20083530.1	NZ_CP030204.1	CP030204	138.648	49.3372	116	-	-	-	150	34
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20083530.2	NZ_CP030205.1	CP030205	33.467	49.6848	22	-	-	-	27	5
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20083530.3	NZ_CP030206.1	CP030206	27.709	40.0339	35	-	-	-	36	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20051528.1	NZ_CP030212.1	CP030212	4.081	51.8255	5	-	-	-	7	2
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20051528.2	NZ_CP030213.1	CP030213	2.519	53.5927	1	-	-	-	1	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20075157.1	NZ_CP030218.1	CP030218	97.234	49.9002	97	-	-	-	105	8
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20021456.1	NZ_CP030220.1	CP030220	159.279	51.0419	168	-	-	-	177	9
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20021456.2	NZ_CP030221.1	CP030221	54.912	46.3778	73	-	-	-	75	2
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20021456.3	NZ_CP030222.1	CP030222	54.448	44.3836	61	-	-	-	62	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20083039.1	NZ_CP030224.1	CP030224	247.246	47.786	274	-	-	-	285	11
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20041605.1	NZ_CP030226.1	CP030226	5.41	52.2921	5	-	-	-	6	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20041605.2	NZ_CP030227.1	CP030227	4.096	55.5176	6	-	-	-	7	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20041605.3	NZ_CP030228.1	CP030228	3.428	49.5333	2	-	-	-	3	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20041605.4	NZ_CP030229.1	CP030229	3.028	45.6407	5	-	-	-	5	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20041605.5	NZ_CP030230.1	CP030230	2.699	50.352	2	-	-	-	4	2
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20101045.1	NZ_CP030234.1	CP030234	94.81	49.9684	96	-	-	-	107	11
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20025921.1	NZ_CP030215.1	CP030215	152.311	52.4873	180	-	-	-	191	11
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20025921.2	NZ_CP030216.1	CP030216	104.42	49.2549	103	-	-	-	112	9
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20041606.1	NZ_CP030237.1	CP030237	32.829	50.7966	31	-	-	-	37	6
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pFORC74_2	NZ_CP023437.1	CP023437	60.923	51.9492	73	-	-	-	83	10
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pFORC74_3	NZ_CP023438.1	CP023438	51.931	46.7852	50	-	-	-	67	17
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pFORC79_2	NZ_CP025737.1	CP025737	99.333	52.0039	89	-	-	-	117	28
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pFORC_078_2	NZ_CP026714.1	CP026714	59.333	51.9407	68	-	-	-	81	13
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pGTAFD2016-MI-0253.1	NZ_CP039280.1	CP039280	26.17	36.2591	28	-	-	-	29	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pGTAFD2016-MI-0253.2	NZ_CP039281.1	CP039281	4.018	53.2603	7	-	-	-	8	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pGTAFD2016-MI-0253.3	NZ_CP039282.1	CP039282	2.244	51.6043	5	-	-	-	5	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP040702.1	CP040702	104.768	49.6783	85	-	-	-	102	17
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP041006.1	CP041006	93.933	53.1272	105	-	-	-	112	7
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP041007.1	CP041007	3.36	27.5893	3	-	-	-	4	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	p1	NZ_CP043774.1	CP043774	55.361	52.7321	56	-	-	-	65	9
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN096147	NZ_CP044256.1	CP044256	290.83	46.0252	291	-	-	-	303	12
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pLS44712-MCR	NZ_CP035918.1	CP035918	247.705	46.345	243	-	-	-	263	20
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pLS61394-MCR	NZ_CP035916.1	CP035916	287.007	46.6365	275	-	-	-	295	20
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP046282.1	CP046282	94.642	53.098	105	-	-	-	113	8
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP046284.1	CP046284	87.018	49.7403	95	-	-	-	100	5
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP046292.1	CP046292	2.231	38.4581	3	-	-	-	3	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP046281.1	CP046281	58.747	49.0102	53	-	-	-	69	16
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pR19.2839_83k	NZ_CP046430.1	CP046430	83.365	51.3981	69	-	-	-	86	17
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_WUQC01000002.1	-	138.255	52.1413	153	-	-	-	182	29
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_WUPX01000002.1	-	182.565	52.0565	191	-	-	-	234	43
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	-	CP050989.1	100.44	50.6382	90	-	-	-	104	14
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSEHaa3795_1	-	AP020331.1	4.593	50.4899	4	-	-	-	4	-
Salmonella enterica subsp. diarizonae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP011290.1	CP011290	32.098	41.3733	47	-	-	-	48	1
Salmonella enterica subsp. diarizonae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP011291.1	CP011291	58.005	42.0533	75	-	-	-	77	2
Salmonella enterica subsp. diarizonae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP011293.1	CP011293	32.098	41.3733	47	-	-	-	48	1
Salmonella enterica subsp. diarizonae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP011294.1	CP011294	57.955	42.0654	75	-	-	-	77	2
